timestamp,wind_x,wind_y,wind_z,air_density,temperature
0.0,-1.7441967269268175,-1.7441967269268175,0.0,1.4545224695689534,280.34999999999997
0.05,-1.7441317667452092,-1.7441317667452092,0.0,1.454493389304468,280.350895708806
0.1,-1.6172746479263893,-1.578395909456233,0.05379393877072155,1.4544464967816868,280.35234010137276
0.15000000000000002,-1.6171543543482192,-1.5782733568368092,0.05379705565845608,1.4543853662401087,280.35422313725206
0.2,-1.610823529328287,-1.5724420024787933,0.02725283633525336,1.454313373312594,280.35644089057234
0.25,-1.6106640165147101,-1.5722795281646396,0.02725492154874772,1.4542326580402682,280.3589274884891
0.3,-1.6104899338248562,-1.5721022132089695,0.02725719741083676,1.4541445760432559,280.3616412159812
0.35,-1.5842715342346414,-1.5941712917147366,0.025760770445282914,1.4540499735936958,280.3645560451273
0.39999999999999997,-1.584069794617894,-1.593970430524073,0.025763228286193894,1.4539493469404563,280.36765672953203
0.44999999999999996,-1.5838564030533144,-1.5937579682168148,0.025765828342139804,1.4538429170889289,280.3709365030751
0.49999999999999994,-1.5785014460856874,-1.6183469256465115,0.013993441017858878,1.4537307019884862,280.374394858144
0.5499999999999999,-1.5782635885971161,-1.6181133965805614,0.013995008703663589,1.4536125787467076,280.37803563062073
0.6,-1.552374670304385,-1.5889165831555419,0.020635302388689245,1.4534884465060274,280.3818619811184
0.65,-1.5521073166835098,-1.5886535462961524,0.020637867138414524,1.4533574239214357,280.38590113619824
0.7000000000000001,-1.5292699983271976,-1.5523470298853896,0.03492652876334423,1.4532191949521143,280.39016290703626
0.7500000000000001,-1.5289687946108765,-1.5520486757031586,0.03493136368729068,1.4530732976499081,280.3946616121359
0.8000000000000002,-1.538292075508545,-1.5678099863510524,0.025637552481001934,1.4529186649467347,280.39943024294035
0.8500000000000002,-1.5379498687786064,-1.5674719248462643,0.025641598518360863,1.4527523794240216,280.40455888535644
0.9000000000000002,-1.506505510155927,-1.6037003858801244,0.07033312892099634,1.4525682233430433,280.41023949303656
0.9500000000000003,-1.5060759366595464,-1.603288980188782,0.070346852403387,1.4523626962456595,280.4165803124611
1.0000000000000002,-1.5056137226648492,-1.6028463183888064,0.07036162154188166,1.4521415915372007,280.4234028866726
1.0500000000000003,-1.5201431631729143,-1.621815937936826,0.06127100052931256,1.4519149034937666,280.4303989954451
1.1000000000000003,-1.5196692020227376,-1.621362889745777,0.061284261039071766,1.4516870609424561,280.4374320116264
1.1500000000000004,-1.5605930767237228,-1.6022987427544788,0.05249788876493693,1.451452828221349,280.4446636135087
1.2000000000000004,-1.5600703737310115,-1.601784702263711,0.05251064830865406,1.4511970568534573,280.45256173654525
1.2500000000000004,-1.5804417561356499,-1.6062455850971629,0.05029316531551244,1.4509109268391218,280.4613992366192
1.3000000000000005,-1.5798186814178825,-1.6056279638739204,0.050307865949333896,1.4506034744027752,280.4708975607733
