time,x,y,z,vx,vy,vz,roll,pitch,yaw
0.0,-2999.8516081296266,-0.0006848669515097506,999.934374426023,2.9678374074669014,-0.01369733903019501,-1.312511479539718,0.0,-0.0,-1.7888072048909857e-07
0.05,-2999.701647476161,-0.0036114221072488933,999.9056346139419,2.9992130693153363,-0.05853110311478286,-0.5747962416242127,0.0,-0.0,-7.155228819563944e-07
0.1,-2999.5092696362867,-0.012077758876850727,999.795171378701,3.847556797477775,-0.16932673539203666,-2.2092647048174827,0.0,-0.0,-1.7888072048909857e-06
0.15000000000000002,-2999.2400474535034,-0.030074617439999958,999.5480584675305,5.384443655663147,-0.35993717126298463,-4.942258223409765,0.0,-0.0,-3.577614409781972e-06
0.2,-2998.921241819168,-0.05925635875383245,999.1201250341862,6.376112686711405,-0.5836348262766498,-8.55866866688621,0.0,-0.0,-6.2608252171184505e-06
0.25,-2998.53107864077,-0.09080887539660512,998.6083579804279,7.803263567954228,-0.6310503328554532,-10.235341075168549,0.0,-0.0,-9.865173516604637e-06
0.3,-2997.9745096237943,-0.13119373391681144,997.6949035709717,11.131380339514765,-0.8076971704041266,-18.269088189122243,0.0,-0.0,-1.4390743953732526e-05
0.35,-2997.4269885466315,-0.1759995342107452,996.7672653350894,10.950421543259381,-0.8961160058786753,-18.55276471764655,0.0,-0.0,-1.983766128413016e-05
0.39999999999999997,-2996.885527060658,-0.22200744340112943,995.832228948014,10.829229719466879,-0.9201581838076847,-18.700727741508043,0.0,-0.0,-2.6206043914189416e-05
0.44999999999999996,-2996.140963460972,-0.27103442047243087,994.6579704787925,14.89127199372015,-0.980539541426029,-23.4851693844277,0.0,-0.0,-3.34960075199781e-05
0.49999999999999994,-2995.1627691190242,-0.32353096291642236,993.2154283290836,19.563886838960048,-1.0499308488798296,-28.85084299417973,0.0,-0.0,-4.170772346964998e-05
0.5499999999999999,-2994.209678422792,-0.37955713888614817,991.7432591186965,19.06181392464703,-1.1205235193945167,-29.443384207742135,0.0,-0.0,-5.084142726646686e-05
0.6,-2993.2738555127357,-0.43861851569659094,990.2486554677808,18.716458201126272,-1.181227536208855,-29.892073018314562,0.0,-0.0,-6.089734431125938e-05
0.65,-2992.3586099762074,-0.5024901633515554,988.7273115972043,18.304910730571333,-1.2774329530992885,-30.426877411529226,0.0,-0.0,-7.187569256501846e-05
0.7000000000000001,-2991.4643835944266,-0.5711087268491417,987.1787525773542,17.884527635615502,-1.372371269951726,-30.9711803970015,0.0,-0.0,-8.377668006068484e-05
