time,x,y,z,vx,vy,vz,roll,pitch,yaw
0.0,-1999.493449163436,-0.0030750018483955716,999.7782232020196,10.1310167312803,-0.06150003696791143,-4.435535959608158,0.0,-0.0,-7.884781561950856e-08
0.05,-1998.9588230552984,-0.012369245022713075,999.3875116481086,10.692522162751763,-0.18588486348635005,-7.814231078220526,0.0,-0.0,-3.153912624780343e-07
0.1,-1998.3607768734823,-0.02836629221721627,998.8038798527856,11.960923636321377,-0.3199409438900639,-11.672635906458538,0.0,-0.0,-7.884781561950858e-07
0.15000000000000002,-1997.647786708459,-0.05194080909717128,997.9809973462709,14.259803300467162,-0.4714903375991002,-16.45765013029454,0.0,-0.0,-1.5542256329995697e-06
0.2,-1996.7983553419342,-0.07974580776195854,996.9445596559965,16.98862733049879,-0.5560999732957451,-20.72875380548784,0.0,-0.0,-2.6127178310239367e-06
0.25,-1995.8051037067405,-0.11041959475700781,995.7078972544957,19.86503270387204,-0.6134757399009854,-24.733248030015453,0.0,-0.0,-3.964055124159119e-06
0.3,-1994.6643787650773,-0.1433851350605483,994.2767736441382,22.814498833264686,-0.6593108060708099,-28.622472207149556,0.0,-0.0,-5.608355433611495e-06
0.35,-1993.3745658137912,-0.1783794487866306,992.6538575032309,25.79625902572324,-0.6998862745216455,-32.458322818144616,0.0,-0.0,-7.545754878384979e-06
0.39999999999999997,-1991.9367814540756,-0.21528216879134007,990.8417193679122,28.755687194311562,-0.7380544000941897,-36.24276270637419,0.0,-0.0,-9.776408096183332e-06
0.44999999999999996,-1990.356862397772,-0.254041909531475,988.8457298057615,31.598381126071146,-0.7751948148026988,-39.919791243015176,0.0,-0.0,-1.2300488189137686e-05
0.49999999999999994,-1988.6488089291681,-0.2946390281173577,986.6777573153304,34.16106937207535,-0.8119423717176547,-43.35944980862191,0.0,-0.0,-1.5118186058252352e-05
0.5499999999999999,-1986.8403773062396,-0.3370644937490067,984.3614897035284,36.16863245856951,-0.8485093126329799,-46.32535223604009,0.0,-0.0,-1.8229708693467095e-05
0.6,-1984.982050598038,-0.3813110284990586,981.9402872309838,37.166534164029336,-0.8849306950010379,-48.4240494508914,0.0,-0.0,-2.1635275703518892e-05
0.65,-1983.1427114526086,-0.4273885320206958,979.4723886037498,36.78678290859057,-0.9215500704327438,-49.35797254467991,0.0,-0.0,-2.5335112927817587e-05
0.7000000000000001,-1981.3223238857618,-0.47529049587513356,976.9572054816126,36.40775133693864,-0.9580392770887547,-50.303662442743324,0.0,-0.0,-2.932944365557684e-05
