time,x,y,z,vx,vy,vz,roll,pitch,yaw
0.0,-2999.847247190354,-0.0049628160020951636,999.8292396884236,3.0550561929180176,-0.09925632004190327,-3.4152062315285066,0.0,-0.0,-1.7888072048909857e-07
0.05,-2999.6034212844143,-0.027349505112751273,999.5154721850693,4.876518118803667,-0.44773378221312216,-6.275350067087842,0.0,-0.0,-7.155228819563944e-07
0.1,-2999.239182756563,-0.07336442492266707,998.9381864946308,7.2847705570267625,-0.9202983961983158,-11.545713808769262,0.0,-0.0,-1.7888072048909857e-06
0.15000000000000002,-2998.7430247626576,-0.12434334745641527,998.1049799210163,9.923159878111704,-1.019578450674964,-16.66413147229173,0.0,-0.0,-3.577614409781972e-06
0.2,-2998.2521084729656,-0.17673709100273485,997.2631584549246,9.818325793837472,-1.0478748709263916,-16.836429321834835,0.0,-0.0,-6.2608252171184505e-06
0.25,-2997.7666000352883,-0.23165924210620675,996.4129068530156,9.710168753543904,-1.0984430220694381,-17.005032038180673,0.0,-0.0,-1.0017320347389519e-05
0.3,-2997.289071605879,-0.2893067347237113,995.5520336546787,9.55056858818457,-1.1529498523500912,-17.217463966738173,0.0,-0.0,-1.5025980521084278e-05
0.35,-2996.8184049345045,-0.3490678651188265,994.6835690443212,9.41333342749391,-1.195222607902303,-17.369292207150554,0.0,-0.0,-2.1465686458691826e-05
0.39999999999999997,-2996.355647535647,-0.4118020486103675,993.8046042167107,9.255147977149555,-1.2546836698308204,-17.57929655221061,0.0,-0.0,-2.9515318880701258e-05
0.44999999999999996,-2995.900124511916,-0.47459905828182347,992.9184093190972,9.110460474622817,-1.2559401934291186,-17.72389795226949,0.0,-0.0,-3.935375850760168e-05
0.49999999999999994,-2995.4500133238853,-0.5392488427056457,992.022039122457,9.002223760616532,-1.292995688476444,-17.927403932804346,0.0,-0.0,-5.106486793323756e-05
0.5499999999999999,-2995.0073396773914,-0.6052730454680839,991.1171839117212,8.853472929874286,-1.320484055248764,-18.097104214715806,0.0,-0.0,-6.46486471576089e-05
0.6,-2994.5702223648145,-0.674335645005979,990.204835417128,8.742346251540024,-1.3812519907579022,-18.246969891864538,0.0,-0.0,-8.016226935699519e-05
0.65,-2994.1389785588144,-0.7455674655002342,989.2829355506989,8.624876120006633,-1.4246364098851052,-18.437997328583588,0.0,-0.0,-9.760573453139645e-05
0.7000000000000001,-2993.714474969581,-0.8189317620146359,988.3535333064947,8.49007178467581,-1.4672859302880341,-18.58804488408429,0.0,-0.0,-0.00011684463033227275
0.7500000000000001,-2993.2955338140364,-0.8940376606299355,987.4163220589863,8.378823110886831,-1.5021179723059912,-18.744224950167876,0.0,-0.0,-0.00013787895675962408
0.8000000000000002,-2992.8846774551866,-0.9711146323941047,986.4691452497813,8.217127176992843,-1.5415394352833824,-18.94353618410061,0.0,-0.0,-0.00016052983309296134
0.8500000000000002,-2992.4803601964463,-1.0498368442940653,985.5106942633031,8.086345174807123,-1.5744442379992118,-19.169019729562823,0.0,-0.0,-0.00018461837861179543
0.9000000000000002,-2992.0812698692876,-1.128555172474721,984.5417078710889,7.98180654317324,-1.5743665636131108,-19.379727844283483,0.0,-0.0,-0.00021030299246361237
0.9500000000000003,-2991.689624587295,-1.2101178489208457,983.5603177712787,7.83290563985512,-1.6312535289224974,-19.62780199620352,0.0,-0.0,-0.00023758367464841215
