time,wind_x,wind_y,wind_z,air_density
0.0,-1.8068261626782673,-1.9098014247971273,0.4926687459436596,1.0546820212156305
0.05,-1.8307639861432126,-1.9735616257767288,0.47625734974309447,1.054705956888079
0.1,-1.9207804014238965,-1.9128944962610295,0.38173017565041534,1.0547438231137551
0.15000000000000002,-1.9235004275542589,-1.9540074318318907,0.3565456248017017,1.0547973383324636
0.2,-1.982531805792784,-1.9371489427230846,0.36182737717178237,1.0548694899510067
0.25,-1.9781924669409694,-2.0213540142779842,0.3624066585107487,1.054953987676687
0.3,-1.9357022800366765,-2.0167440350878594,0.3616178703063093,1.0550482117911546
0.35,-2.0163304789498744,-2.060345621382054,0.38239929540425355,1.055149713584288
0.39999999999999997,-2.1042710401311555,-2.01638838007333,0.3268572908093882,1.0552560478576398
0.44999999999999996,-2.13673476165334,-2.041131507381148,0.28227871680051786,1.05536547008912
0.49999999999999994,-2.0685059655029483,-2.078161444822473,0.34485565701022647,1.055477997381435
0.5499999999999999,-2.11529863956023,-2.1076020764787486,0.27139125176354834,1.0555936473436063
0.6,-2.150418933157723,-2.1050800909198135,0.3065200015155961,1.0557124381052592
0.65,-2.1452952804258034,-2.153615398158695,0.3842243049460022,1.0558343883311787
0.7000000000000001,-2.191408069273315,-2.139801911632592,0.42395853642719517,1.0559595172361698
0.7500000000000001,-2.1674130779875145,-2.1927040732702654,0.4971626833946235,1.056087844600244
0.8000000000000002,-2.216289488453076,-2.2117691215686928,0.513460529981056,1.0562193907841637
0.8500000000000002,-2.1868119045286973,-2.1900187962006235,0.366860443087791,1.0563541767453717
0.9000000000000002,-2.157606479661403,-2.224919864488597,0.31476244672318215,1.0564922240543309
0.9500000000000003,-2.1783290518377805,-2.139870576509954,0.35413228019222864,1.056633554911312
1.0000000000000002,-2.2295289751441474,-2.201200784317868,0.35280521832860756,1.0567781921636517
1.0500000000000003,-2.2411596584289524,-2.2243135010192905,0.3805423432249496,1.056926159323518
1.1000000000000003,-2.252695982447198,-2.17951391618346,0.3786622973397341,1.057077480586212
1.1500000000000004,-2.2316665128756057,-2.163838780095914,0.47419741424060236,1.0572321808490415
1.2000000000000004,-2.2717215394090005,-2.203649570126556,0.49601259831963157,1.057390285730797
1.2500000000000004,-2.2416995762038927,-2.1550119517141506,0.5075839491546731,1.0575518215918704
1.3000000000000005,-2.316087565915716,-2.2282008561156057,0.5737549504833837,1.0577168155550487
1.3500000000000005,-2.329921319404798,-2.2549870325712136,0.519185917651223,1.0578852955270204
1.4000000000000006,-2.314132421612277,-2.221031451753153,0.5530049749734774,1.0580572902206398
1.4500000000000006,-2.342441239521864,-2.183697470959859,0.5502170551937989,1.058232829177981
1.5000000000000007,-2.3298445237918743,-2.17109941014081,0.5755372573554556,1.0584119427942318
1.5500000000000007,-2.3551037687477114,-2.204083465705576,0.5825733162871036,1.0585946623424687
1.6000000000000008,-2.340633380815843,-2.3298485803352826,0.6545199340672754,1.0587810199993577
1.6500000000000008,-2.3305954091791192,-2.3830690606650906,0.6688864337641183,1.0589710488718327
1.7000000000000008,-2.2508818813637097,-2.3964441462674015,0.6480411760128071,1.0591647830248012
1.7500000000000009,-2.293908523203009,-2.3889773467870175,0.6495748055843098,1.0593622575099277
1.800000000000001,-2.254869145334977,-2.4659254863873326,0.6539996427731298,1.0595635083955557
1.850000000000001,-2.3356980955650775,-2.484482267078495,0.6025165354410829,1.059768572797822
1.900000000000001,-2.3439461618633826,-2.444535730944179,0.5474212681659049,1.0599774889130285
1.950000000000001,-2.3537291973098986,-2.4849388828137258,0.5596304655219572,1.060190296051333
2.000000000000001,-2.367949235048974,-2.3671838458877708,0.5018753792906999,1.060407034671832
2.0500000000000007,-2.3214117823335987,-2.383399202705486,0.542576031913742,1.0606277464191045
2.1000000000000005,-2.344653088915256,-2.251535099253081,0.4777627073371438,1.0608524741612928
2.1500000000000004,-2.335340134659524,-2.309654700901633,0.43171217893434966,1.061081262029801
2.2,-2.333997004995973,-2.2254742147537034,0.48877552567910293,1.0613141554606997
2.25,-2.4101022268051815,-2.229066054821574,0.4454129108055635,1.0615512012379222
2.3,-2.395791763086128,-2.3235521710769658,0.4856037519602153,1.0617924475383504
2.3499999999999996,-2.3819975757534473,-2.4145572233729924,0.507861303995633,1.0620379439788898
2.3999999999999995,-2.4058300726324,-2.4047344131586206,0.46633987859152204,1.0622877416656444
2.4499999999999993,-2.322788594767717,-2.405581078104768,0.5126568253554085,1.0625418932452984
2.499999999999999,-2.264392990133971,-2.4094523451128076,0.43912830053531954,1.0628004529588362
2.549999999999999,-2.2453302167056903,-2.343688444727265,0.4328721835158188,1.0630634766977154
2.5999999999999988,-2.278748239447527,-2.3226961896561793,0.4349407005056853,1.0633310220626433
2.6499999999999986,-2.3245982378659384,-2.274201168927688,0.48879666839041414,1.0636031484250918
2.6999999999999984,-2.286277446649059,-2.279755849955334,0.4238825400496135,1.0638799169917104
2.7499999999999982,-2.3515121836172685,-2.3101926074525942,0.4108069416369712,1.0641613908718017
2.799999999999998,-2.2698056583776385,-2.36461664390071,0.5044920938022418,1.0644476351480345
2.849999999999998,-2.2798113384320775,-2.2895647378955983,0.6273861163810747,1.0647387169505815
2.8999999999999977,-2.2466254537914203,-2.3128077721345477,0.6106437041686769,1.0650347055348834
2.9499999999999975,-2.2695400381349597,-2.2943376986821318,0.627556152185484,1.0653356723632532
2.9999999999999973,-2.3101274349692438,-2.2558251248133026,0.6080426336343796,1.065641691190547
3.049999999999997,-2.279678396996788,-2.1716186420177688,0.5965856848168181,1.0659528381541494
3.099999999999997,-2.268809588806345,-2.1795945461884454,0.5133841068127969,1.0662691918685345
3.149999999999997,-2.197918060625835,-2.1781788461179623,0.5639664003795177,1.0665908335246803
3.1999999999999966,-2.239758467564003,-2.151347737339777,0.629795970291969,1.0669178469946419
3.2499999999999964,-2.2287542033886254,-2.250186691699271,0.582487566151025,1.067250318941604
3.2999999999999963,-2.1835566105654154,-2.2408539472100855,0.5262597811744448,1.0675883389357588
3.349999999999996,-2.1726809025638616,-2.2910205603478055,0.46659861417531673,1.0679319995763807
3.399999999999996,-2.102400253523611,-2.297787809792315,0.47177281401393956,1.0682813966205045
3.4499999999999957,-2.0882870840110326,-2.3187094157375077,0.46460188588866,1.0686366291186278
3.4999999999999956,-2.1681930006842665,-2.3010543526597793,0.48428904371052994,1.068997799557911
3.5499999999999954,-2.188123783443216,-2.3250402143099036,0.5100420336932385,1.0693650140133677
3.599999999999995,-2.3113208318252547,-2.3391133039772827,0.5247339186439013,1.0697383823075912
3.649999999999995,-2.352179460268845,-2.383498665197329,0.5163925709054036,1.0701180181795944
3.699999999999995,-2.3246323078815894,-2.3651472510703333,0.41770514937059133,1.0705040394633918
3.7499999999999947,-2.3275035417284253,-2.406133905289656,0.3720333058741813,1.0708965682770113
3.7999999999999945,-2.2565234707057953,-2.372694831946959,0.3511639699019822,1.071295731222661
3.8499999999999943,-2.275350635162033,-2.364915822487062,0.42648425493371833,1.0717016595988575
3.899999999999994,-2.291024511732202,-2.4073233912691867,0.449877425503994,1.0721144896253765
3.949999999999994,-2.3630971725082337,-2.416530898815173,0.5462812916339063,1.0725343626819626
3.999999999999994,-2.345209958906335,-2.3634686473304454,0.6095118592667502,1.0729614255618256
4.049999999999994,-2.366617705218201,-2.411330568444643,0.577151211554211,1.0733958307410185
4.099999999999993,-2.438827729476109,-2.3776287566870433,0.5945240335383482,1.07383773666492
4.149999999999993,-2.371424471805188,-2.491932006493767,0.5935512695915763,1.074287308053123
4.199999999999993,-2.317779951069184,-2.3925935841646986,0.604008135170041,1.0747447162241728
4.249999999999993,-2.3617893904640046,-2.4029523885504576,0.614937683132935,1.0752101394417144
4.299999999999993,-2.409019620371239,-2.493004671553588,0.677157879549883,1.0756837632837688
4.3499999999999925,-2.409632836038439,-2.5591847712700715,0.6319758506190377,1.0761657810370038
4.399999999999992,-2.4405526561873327,-2.443729146150779,0.5703236126127603,1.0766563941180605
4.449999999999992,-2.421836903532516,-2.432228809105853,0.5486016572123257,1.0771558125241845
4.499999999999992,-2.4867834348152513,-2.3996832428754784,0.5425418320231988,1.0776642553156346
4.549999999999992,-2.490828980522767,-2.315710002136458,0.6847682552199386,1.0781819511325947
4.599999999999992,-2.4408533830777044,-2.353069137876203,0.7227263676237703,1.0787091387495824
4.6499999999999915,-2.401148747839485,-2.2710147933437543,0.6744931312776795,1.079246067670659
4.699999999999991,-2.3196401167167253,-2.3382177420397916,0.5954458320809201,1.0797929987690897
4.749999999999991,-2.3268204090637563,-2.385162671986676,0.6397260102459067,1.0803502049754892
4.799999999999991,-2.3386711232264927,-2.437311404152989,0.6036561894856286,1.0809179720189186
4.849999999999991,-2.393014362681483,-2.355634379620499,0.6193501043982546,1.0814965992258883
