time,x,y,z,vx,vy,vz,roll,pitch,yaw
0.0,0.40175020799688577,-1000.0004819872561,1199.871101030593,8.035004159937715,-0.009639745121827678,-2.5779793881405975,0.0,-0.0,0.0
0.05,0.8098692805270234,-1000.0019294897343,1199.671325920333,8.162381450602753,-0.02895004956357282,-3.9955022052033455,0.0,-0.0,0.0
0.1,1.2314715062094845,-1000.0043836816799,1199.3967712818778,8.432044513649222,-0.04908383891140748,-5.491092769104441,0.0,-0.0,0.0
0.15000000000000002,1.6752349856177964,-1000.0079126039601,1199.0411337179198,8.875269588166237,-0.07057844560380105,-7.112751279157744,0.0,-0.0,0.0
0.2,2.152390807818467,-1000.0126119388987,1198.5950015979338,9.543116444013403,-0.09398669877203726,-8.922642399720559,0.0,-0.0,0.0
0.25,2.6781221033533438,-1000.018607795584,1198.0445993905578,10.514625910697536,-0.11991713370626399,-11.008044147521066,0.0,-0.0,0.0
0.3,3.2737530810189215,-1000.0260623615292,1197.3695841878646,11.91261955331155,-0.14909131890270866,-13.500304053865829,0.0,-0.0,0.0
0.35,3.9618731927368835,-1000.0349220642554,1196.5522962651703,13.76240223435924,-0.17719405452449508,-16.345758453885725,0.0,-0.0,0.0
0.39999999999999997,4.768177193050981,-1000.0451013136851,1195.5720607668302,16.12608000628195,-0.20358498859345428,-19.60470996680219,0.0,-0.0,0.0
0.44999999999999996,5.728189399521688,-1000.0565981572214,1194.3962817155423,19.200244129414134,-0.22993687072532984,-23.51558102575933,0.0,-0.0,0.0
0.49999999999999994,6.895402101641999,-1000.069494882642,1192.9721327385023,23.34425404240621,-0.2579345084111125,-28.482979540798077,0.0,-0.0,0.0
0.5499999999999999,8.356660352357846,-1000.0839713203374,1191.2101859067002,29.225165014316943,-0.28952875390745436,-35.238936636043135,0.0,-0.0,0.0
0.6,10.264916583628137,-1000.1003396155371,1188.9487464135425,38.16512462540584,-0.3273659039958124,-45.22878986315312,0.0,-0.0,0.0
0.65,12.918731365654839,-1000.1191171266742,1185.866337926405,53.07629564053404,-0.375550222741059,-61.648169742747264,0.0,-0.0,0.0
0.7000000000000001,16.990402291727904,-1000.1411804155829,1181.2294471365226,81.43341852146129,-0.4412657781755628,-92.73781579765199,0.0,-0.0,0.0
0.7500000000000001,23.562073217800968,-1000.1681291150707,1174.06803134664,131.4334185214613,-0.5389739897554706,-143.228315797652,0.0,-0.0,0.0
0.8000000000000002,32.63374414387403,-1000.2032071153093,1164.3820905567575,181.4334185214613,-0.7015600047714182,-193.71881579765198,0.0,-0.0,0.0
0.8500000000000002,44.2054150699471,-1000.2483938631274,1152.1716247668749,231.4334185214613,-0.9037349563620138,-244.20931579765198,0.0,-0.0,0.0
0.9000000000000002,58.27708599602017,-1000.3041047520262,1137.4366339769922,281.4334185214613,-1.1142177779776654,-294.699815797652,0.0,-0.0,0.0
0.9500000000000003,74.84875692209323,-1000.369310643549,1120.1771181871095,331.4334185214613,-1.3041178304570207,-345.190315797652,0.0,-0.0,0.0
